code,geofips,geoname,timeperiod,cl_unit,unit_mult,datavalue,table,endpoint,topic
SAPCE2-11,23000,Maine,2007,Dollars,0,1626,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2008,Dollars,0,1832,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2009,Dollars,0,1338,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2010,Dollars,0,1571,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2011,Dollars,0,1896,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2012,Dollars,0,1831,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2013,Dollars,0,1830,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2014,Dollars,0,1811,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2015,Dollars,0,1427,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2016,Dollars,0,1267,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2017,Dollars,0,1483,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2018,Dollars,0,1693,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2019,Dollars,0,1635,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2020,Dollars,0,1180,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2021,Dollars,0,1673,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,23000,Maine,2022,Dollars,0,2159,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,1997,Dollars,0,529,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,1998,Dollars,0,457,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,1999,Dollars,0,497,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2000,Dollars,0,623,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2001,Dollars,0,607,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2002,Dollars,0,584,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2003,Dollars,0,699,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2004,Dollars,0,818,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2005,Dollars,0,977,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2006,Dollars,0,1105,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2007,Dollars,0,1187,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2008,Dollars,0,1260,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2009,Dollars,0,913,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2010,Dollars,0,1031,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2011,Dollars,0,1183,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2012,Dollars,0,1237,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2013,Dollars,0,1246,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2014,Dollars,0,1199,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2015,Dollars,0,927,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2016,Dollars,0,833,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2017,Dollars,0,917,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2018,Dollars,0,1054,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2019,Dollars,0,979,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2020,Dollars,0,722,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2021,Dollars,0,1060,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,24000,Maryland,2022,Dollars,0,1401,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,1997,Dollars,0,497,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,1998,Dollars,0,439,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,1999,Dollars,0,463,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2000,Dollars,0,572,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2001,Dollars,0,551,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2002,Dollars,0,514,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2003,Dollars,0,609,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2004,Dollars,0,728,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2005,Dollars,0,875,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2006,Dollars,0,966,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2007,Dollars,0,1034,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2008,Dollars,0,1171,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2009,Dollars,0,872,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2010,Dollars,0,996,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2011,Dollars,0,1159,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2012,Dollars,0,1131,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2013,Dollars,0,1121,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2014,Dollars,0,1081,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2015,Dollars,0,832,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2016,Dollars,0,743,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2017,Dollars,0,824,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2018,Dollars,0,893,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2019,Dollars,0,838,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2020,Dollars,0,621,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2021,Dollars,0,889,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,25000,Massachusetts,2022,Dollars,0,1160,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,1997,Dollars,0,565,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,1998,Dollars,0,508,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,1999,Dollars,0,560,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2000,Dollars,0,725,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2001,Dollars,0,679,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2002,Dollars,0,633,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2003,Dollars,0,742,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2004,Dollars,0,816,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2005,Dollars,0,972,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2006,Dollars,0,1078,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2007,Dollars,0,1151,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2008,Dollars,0,1315,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2009,Dollars,0,956,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2010,Dollars,0,1143,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2011,Dollars,0,1410,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2012,Dollars,0,1363,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2013,Dollars,0,1386,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2014,Dollars,0,1344,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2015,Dollars,0,1042,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2016,Dollars,0,933,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2017,Dollars,0,1048,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2018,Dollars,0,1198,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2019,Dollars,0,1150,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2020,Dollars,0,816,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2021,Dollars,0,1229,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,26000,Michigan,2022,Dollars,0,1575,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,1997,Dollars,0,685,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,1998,Dollars,0,627,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,1999,Dollars,0,697,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2000,Dollars,0,854,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2001,Dollars,0,809,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2002,Dollars,0,743,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2003,Dollars,0,882,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2004,Dollars,0,1008,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2005,Dollars,0,1208,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2006,Dollars,0,1363,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2007,Dollars,0,1433,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2008,Dollars,0,1619,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2009,Dollars,0,1164,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2010,Dollars,0,1349,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2011,Dollars,0,1671,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2012,Dollars,0,1664,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2013,Dollars,0,1616,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2014,Dollars,0,1551,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2015,Dollars,0,1183,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2016,Dollars,0,1051,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2017,Dollars,0,1162,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2018,Dollars,0,1290,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2019,Dollars,0,1230,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2020,Dollars,0,923,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2021,Dollars,0,1336,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,27000,Minnesota,2022,Dollars,0,1729,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,1997,Dollars,0,582,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,1998,Dollars,0,533,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,1999,Dollars,0,603,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2000,Dollars,0,745,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2001,Dollars,0,724,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2002,Dollars,0,685,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2003,Dollars,0,796,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2004,Dollars,0,914,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2005,Dollars,0,1093,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2006,Dollars,0,1288,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2007,Dollars,0,1368,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2008,Dollars,0,1552,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2009,Dollars,0,1141,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2010,Dollars,0,1356,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2011,Dollars,0,1641,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2012,Dollars,0,1657,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2013,Dollars,0,1638,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2014,Dollars,0,1538,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2015,Dollars,0,1175,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2016,Dollars,0,1021,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2017,Dollars,0,1130,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2018,Dollars,0,1234,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2019,Dollars,0,1150,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2020,Dollars,0,881,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2021,Dollars,0,1307,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,28000,Mississippi,2022,Dollars,0,1712,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,1997,Dollars,0,688,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,1998,Dollars,0,627,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,1999,Dollars,0,693,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2000,Dollars,0,830,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2001,Dollars,0,803,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2002,Dollars,0,761,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2003,Dollars,0,887,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2004,Dollars,0,1033,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2005,Dollars,0,1260,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2006,Dollars,0,1419,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2007,Dollars,0,1523,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2008,Dollars,0,1770,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2009,Dollars,0,1292,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2010,Dollars,0,1530,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2011,Dollars,0,1844,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2012,Dollars,0,1908,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2013,Dollars,0,1885,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2014,Dollars,0,1791,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2015,Dollars,0,1384,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2016,Dollars,0,1238,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2017,Dollars,0,1378,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2018,Dollars,0,1518,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2019,Dollars,0,1466,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2020,Dollars,0,1091,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2021,Dollars,0,1628,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,29000,Missouri,2022,Dollars,0,2178,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,1997,Dollars,0,625,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,1998,Dollars,0,570,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,1999,Dollars,0,663,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2000,Dollars,0,847,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2001,Dollars,0,874,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2002,Dollars,0,844,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2003,Dollars,0,835,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2004,Dollars,0,1043,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2005,Dollars,0,1317,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2006,Dollars,0,1532,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2007,Dollars,0,1777,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2008,Dollars,0,2168,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2009,Dollars,0,1568,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2010,Dollars,0,1765,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2011,Dollars,0,2058,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2012,Dollars,0,2108,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2013,Dollars,0,1951,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2014,Dollars,0,1868,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2015,Dollars,0,1409,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2016,Dollars,0,1202,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2017,Dollars,0,1301,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2018,Dollars,0,1429,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2019,Dollars,0,1338,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2020,Dollars,0,979,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2021,Dollars,0,1417,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,30000,Montana,2022,Dollars,0,1861,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,1997,Dollars,0,686,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,1998,Dollars,0,617,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,1999,Dollars,0,693,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2000,Dollars,0,855,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2001,Dollars,0,851,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2002,Dollars,0,806,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2003,Dollars,0,985,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2004,Dollars,0,1197,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2005,Dollars,0,1445,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2006,Dollars,0,1636,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2007,Dollars,0,1800,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2008,Dollars,0,2057,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2009,Dollars,0,1522,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2010,Dollars,0,1807,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2011,Dollars,0,2204,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
SAPCE2-11,31000,Nebraska,2012,Dollars,0,2216,SAPCE2,11,Per capita personal consumption expenditures: Gasoline and other energy goods
